,cmi,m_index,i_index,similarity_between_L1_and_L1-L2,similarity_between_L2_and_L1-L2,similarity_between_L1_and_L2,coherence,naturalness,readability,L1-L2,lang1_replaced_parts,lang2_replaced_parts,L1,L2,tokens,lids
22,30.3,0.73,0.3,0.98,0.95,0.92,3,2,2,"En este punto, dejamos el agua, y one thing that's kind of important about este juego es que, at every level, el jugador is designing their criatura, y that's a fundamental aspect de esto.","['algo importante', 'en cada nivel', 'diseña su', 'ese es un aspecto fundamental']","[""one thing that's kind of important"", 'at every level', 'is designing their', ""that's a fundamental aspect""]","En este punto, dejamos el agua, y algo importante en este juego es que en cada nivel, el jugador diseña su criatura, y ese es un aspecto fundamental de esto.","Now at this point we're leaving the water, and one thing that's kind of important about this game is that, at every level, the player is designing their creature, and that's a fundamental aspect of this.","['En', 'este', 'punto,', 'dejamos', 'el', 'agua,', 'y', 'one', 'thing', ""that's"", 'kind', 'of', 'important', 'about', 'este', 'juego', 'es', 'que,', 'at', 'every', 'level,', 'el', 'jugador', 'is', 'designing', 'their', 'criatura,', 'y', ""that's"", 'a', 'fundamental', 'aspect', 'de', 'esto.']","['spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'other', 'eng', 'eng', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa']"
23,43.48,0.97,0.41,0.98,0.84,0.8,3,3,2,"Y cuando amaneció y Galois fue a encontrarse con su destiny, dejó this pile of papers en la mesa para la next generation.","['destino', 'esta pila de papeles', 'próxima generación']","['destiny', 'this pile of papers', 'next generation']","Y cuando amaneció y Galois fue a encontrarse con su destino, dejó esta pila de papeles en la mesa para la próxima generación.","And as the dawn came up and he went to meet his destiny, he left this pile of papers on the table for the next generation.","['Y', 'cuando', 'amaneció', 'y', 'Galois', 'fue', 'a', 'encontrarse', 'con', 'su', 'destiny,', 'dejó', 'this', 'pile', 'of', 'papers', 'en', 'la', 'mesa', 'para', 'la', 'next', 'generation.']","['spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng']"
24,45.83,0.99,0.35,0.92,0.92,0.85,3,3,2,"Solía tener una lista de estas extinct apples, y when I would give una presentación, I would pass la lista out in la audiencia.","['manzanas extinguidas', 'daba', 'pasaba la lista a']","['extinct apples', 'would give', 'pass la lista out in']","Solía tener una lista de estas manzanas extinguidas, y cuando daba una presentación, pasaba la lista a la audiencia.","I used to have a list of these extinct apples, and when I would go out and give a presentation, I would pass the list out in the audience.","['Solía', 'tener', 'una', 'lista', 'de', 'estas', 'extinct', 'apples,', 'y', 'when', 'I', 'would', 'give', 'una', 'presentación,', 'I', 'would', 'pass', 'la', 'lista', 'out', 'in', 'la', 'audiencia.']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa']"
25,34.48,0.82,0.18,0.94,0.9,0.85,3,3,2,"La situación es un poco diferente where perhaps saben que alguien es peligroso, si alguien les está disparando o doing something else that's clearly hostil como arrojar piedras, whatever.","['si saben que alguien es peligroso', 'tiene una actitud hostil como', 'etc']","[""where perhaps they know someone who's hostile"", ""doing something else that's clearly hostile, throwing rocks,"", 'whatever']","La situación es un poco diferente si saben que alguien es peligroso, si alguien les está disparando o tiene una actitud hostil como arrojar piedras, etc.","Situation's a little bit different where perhaps they know someone who's hostile, where they've got someone shooting at them or doing something else that's clearly hostile, throwing rocks, whatever.","['La', 'situación', 'es', 'un', 'poco', 'diferente', 'where', 'perhaps', 'saben', 'que', 'alguien', 'es', 'peligroso,', 'si', 'alguien', 'les', 'está', 'disparando', 'o', 'doing', 'something', 'else', ""that's"", 'clearly', 'hostil', 'como', 'arrojar', 'piedras,', 'whatever.']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng']"
26,47.62,1.0,0.35,0.94,0.93,0.86,3,2,2,"Allá afuera en el espacio intergaláctico, estos tres prerequisites para la open-ended creation de conocimiento están at their lowest possible supply.","['pre requisitos', 'creación ilimitada', 'en niveles mínimos de disponibilidad']","['prerequisites', 'open-ended creation', 'at their lowest possible supply']","Allá afuera en el espacio intergaláctico, estos tres pre requisitos para la creación ilimitada de conocimiento están en niveles mínimos de disponibilidad.","Out in intergalactic space, those three prerequisites for the open-ended creation of knowledge are at their lowest possible supply.","['Allá', 'afuera', 'en', 'el', 'espacio', 'intergaláctico,', 'estos', 'tres', 'prerequisites', 'para', 'la', 'open-ended', 'creation', 'de', 'conocimiento', 'están', 'at', 'their', 'lowest', 'possible', 'supply.']","['spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng']"
27,34.78,0.83,0.48,0.94,0.91,0.87,2,2,2,"Bien, a la izquierda pueden see the hand, esa es la big arrow; a la derecha ven el penis y la mano hovering.","['pueden ver', 'esa es la flecha grande', 'el pene', 'rondando']","['can see', ""that's the big arrow"", 'the penis', 'hovering']","Bien, a la izquierda pueden ver una mano, esa es la flecha grande; a la derecha ven el pene y la mano rondando",Okay. Now on the left you can see the hand -- that's the big arrow -- and the penis on the right. The hand hovering.,"['Bien,', 'a', 'la', 'izquierda', 'pueden', 'see', 'the', 'hand,', 'esa', 'es', 'la', 'big', 'arrow', ';', 'a', 'la', 'derecha', 'ven', 'el', 'penis', 'y', 'la', 'mano', 'hovering.']","['spa', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'other', 'spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'eng']"
28,38.89,0.91,0.35,0.94,0.96,0.89,3,3,2,"El estudia the brain using MRI, y afirma que this is the most beautiful brain que ha escaneado.","['el cerebro', 'resonancias magnéticas', 'éste es el cerebro más bello que ha escaneado']","['the brain', 'MRI', 'this is the most beautiful brain that he has ever scanned']","El estudia el cerebro usando resonancias magnéticas, y afirma que éste es el cerebro más bello que ha escaneado.","He studies the brain using MRI, and he claims that this is the most beautiful brain that he has ever scanned.","['El', 'estudia', 'the', 'brain', 'using', 'MRI,', 'y', 'afirma', 'que', 'this', 'is', 'the', 'most', 'beautiful', 'brain', 'que', 'ha', 'escaneado.']","['spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'eng', 'spa']"
29,46.88,0.99,0.24,0.96,0.93,0.89,3,2,2,"Lo que me gustaría que consideraran es lo siguiente: ¿Qué significado tiene que estos dots don't represent the individual bases of your genome, pero they connect to genomes all across the planet?","['puntos', 'no solo representan', 'sino que se conectan', 'de todos lados del planeta']","['dots', ""don't represent"", 'but they connect', 'all across the planet']","Lo que me gustaría que consideraran es lo siguiente: ¿Qué significado tiene que estos puntos no solo representan las bases individuales de su genoma, sino que se conectan con genomas de todos lados del planeta?","So what I'd like you to consider is: What does it mean when these dots don't represent the individual bases of your genome, but they connect to genomes all across the planet?","['Lo', 'que', 'me', 'gustaría', 'que', 'consideraran', 'es', 'lo', 'siguiente', ':', '¿', 'Qué', 'significado', 'tiene', 'que', 'estos', 'dots', ""don't"", 'represent', 'the', 'individual', 'bases', 'of', 'your', 'genome,', 'pero', 'they', 'connect', 'to', 'genomes', 'all', 'across', 'the', 'planet', '?']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'other', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng', 'other', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'other']"
30,35.0,0.83,0.19,0.94,0.86,0.89,2,2,2,"""crea tierra, limpia el aire, limpia el agua, mixes the cocktail of gases que ustedes y yo need to live.""","['mezcla', 'necesitamos']","['mixes', 'need']","crea tierra, limpia el aire, limpia el agua, mezcla el cóctel de gases que ustedes y yo necesitamos para vivir.",It builds soil; it cleans air; it cleans water; it mixes the cocktail of gases that you and I need to live.,"['""', 'crea', 'tierra,', 'limpia', 'el', 'aire,', 'limpia', 'el', 'agua,', 'mixes', 'the', 'cocktail', 'of', 'gases', 'que', 'ustedes', 'y', 'yo', 'need', 'to', 'live.', '""']","['other', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'other']"
31,50.0,1.0,0.18,0.96,0.96,0.91,3,3,3,"No, esto debería ser enseñado -- the good living, los buenos hábitos, which are just as hard to break como los malos hábitos.","['la buena manera de vivir', 'que son tan difíciles de romper', 'como los malos hábitos']","['the good living', 'which are just as hard to break', 'as bad habits']","No, esto debería ser enseñado... la buena manera de vivir, los buenos hábitos que son tan difíciles de romper como los malos hábitos.","No, this is what should be taught -- the good living, the good habits, which are just as hard to break as bad habits.","['No,', 'esto', 'debería', 'ser', 'enseñado', '--', 'the', 'good', 'living,', 'los', 'buenos', 'hábitos,', 'which', 'are', 'just', 'as', 'hard', 'to', 'break', 'como', 'los', 'malos', 'hábitos.']","['spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa']"
32,45.45,0.98,0.22,0.96,0.91,0.87,3,2,2,"Voy a empezar con esto: hace un par de años, an event planner called me porque yo iba a do a speaking event.","['una organizadora de eventos', 'hablar en el evento']","['an event planner', 'do a speaking event']",Voy a empezar con esto: hace un par de años me llamó una organizadora de eventos porque yo iba a hablar en el evento.,"So, I'll start with this: a couple years ago, an event planner called me because I was going to do a speaking event.","['Voy', 'a', 'empezar', 'con', 'esto', ':', 'hace', 'un', 'par', 'de', 'años,', 'an', 'event', 'planner', 'called', 'me', 'porque', 'yo', 'iba', 'a', 'do', 'a', 'speaking', 'event.']","['spa', 'eng', 'spa', 'spa', 'spa', 'other', 'spa', 'spa', 'spa', 'spa', 'other', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng']"
33,50.0,1.0,0.24,0.95,0.93,0.88,3,3,2,"Y cuando pensamos en la imagen clásica de un scientist in the lab, tenemos esa imagen -- you know, they're encima de un microscopio, viendo something in the tissue sample.","['científico de laboratorio', 'están encima de un microscopio, viendo una muestra de tejido', '']","['scientist in the lab', ""they're encima de un microscopio, viendo something in the tissue sample"", 'you know']","Y cuando pensamos en la imagen clásica de un científico de laboratorio, tenemos esa imagen: están encima de un microscopio, viendo una muestra de tejido.","And when we think about the classic image of the scientist in the lab, we have this image -- you know, they're pouring over the microscope, and they see something in the tissue sample.","['Y', 'cuando', 'pensamos', 'en', 'la', 'imagen', 'clásica', 'de', 'un', 'scientist', 'in', 'the', 'lab,', 'tenemos', 'esa', 'imagen', '--', 'you', 'know,', ""they're"", 'encima', 'de', 'un', 'microscopio,', 'viendo', 'something', 'in', 'the', 'tissue', 'sample.']","['spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng']"
34,35.29,0.84,0.29,0.89,0.96,0.86,3,3,2,"Porque una de her favorite folks from back home está aquí, and she's muy nerviosa to meet him.","['sus personas favoritas del pueblo', 'se siente', 'muy nerviosa']","['her favorite folks from back home', ""she's"", 'pretty nervous']",Porque una de sus personas favoritas del pueblo está aquí y se siente muy nerviosa de conocerlo.,"Because one of her favorite folks from back home is here, and she's pretty nervous to meet him.","['Porque', 'una', 'de', 'her', 'favorite', 'folks', 'from', 'back', 'home', 'está', 'aquí,', 'and', ""she's"", 'muy', 'nerviosa', 'to', 'meet', 'him.']","['spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'other', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng']"
35,33.96,0.81,0.33,0.95,0.93,0.91,3,3,2,"Cuando you look at el origami de ADN, pueden see that what it really is, es, aunque piensen that it's complicated, un grupo de double helices que están parallel to each other y que se mantienen together by places donde las cadenas cortas go along one helix y luego jump to another one.","['Cuando ven', 'al origami de ADN', 'pueden ver que', 'lo que es en realidad', 'aunque piensen que es', 'un grupo de doble hélices', 'que están paralelas entre sí', 'y que se mantienen juntas', 'en puntos donde', 'las cadenas cortas siguen', 'y luego saltan a']","['Cuando you look at', 'el origami de ADN', 'pueden see that', 'what it really is', ""aunque piensen that it's"", 'un grupo de double helices', 'que están parallel to each other', 'y que se mantienen together', 'by places donde', 'las cadenas cortas go along', 'y luego jump to']","Cuando ven al origami de ADN, pueden ver que lo que es en realidad, es, aunque piensen que es complicado, un grupo de doble hélices que están paralelas entre sí y que se mantienen juntas en puntos donde las cadenas cortas siguen una hélice y luego saltan a la otra.","When you look at DNA origami, you can see that what it really is, even though you think it's complicated, is a bunch of double helices that are parallel to each other, and they're held together by places where short strands go along one helix and then jump to another one.","['Cuando', 'you', 'look', 'at', 'el', 'origami', 'de', 'ADN,', 'pueden', 'see', 'that', 'what', 'it', 'really', 'is,', 'es,', 'aunque', 'piensen', 'that', ""it's"", 'complicated,', 'un', 'grupo', 'de', 'double', 'helices', 'que', 'están', 'parallel', 'to', 'each', 'other', 'y', 'que', 'se', 'mantienen', 'together', 'by', 'places', 'donde', 'las', 'cadenas', 'cortas', 'go', 'along', 'one', 'helix', 'y', 'luego', 'jump', 'to', 'another', 'one.']","['spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng']"
36,30.77,0.74,0.17,0.96,0.93,0.88,3,3,3,Es importante notar también que these figures only tell parte de la historia.,"['estas cifras', 'cuentan']","['these figures', 'tell']",Es importante notar también que estas cifras sólo cuentan parte de la historia.,What is also important is to note that these figures only tell part of the story.,"['Es', 'importante', 'notar', 'también', 'que', 'these', 'figures', 'only', 'tell', 'parte', 'de', 'la', 'historia.']","['spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa']"
37,21.88,0.52,0.19,0.9,0.93,0.87,2,2,2,"Vamos a start off looking at la pelota blanca -- y I'm going to tell you which color, y I'm also going to tell you to go with sus dedos. ¿OK?","['Vamos a comenzar siguiendo', 'les voy a decir', 'les voy a decir que sigan con', 'Bien?']","['start off looking at', ""I'm going to tell you"", ""I'm also going to tell you to go with"", 'OK?']",Vamos a comenzar siguiendo la pelota blanca... y les voy a decir que color y les voy a decir que sigan con sus dedos. ¿Bien?,"So, we're going to start off looking at the white ball -- and I'm going to tell you which color, and I'm also going to tell you to go with your fingers. OK?","['Vamos', 'a', 'start', 'off', 'looking', 'at', 'la', 'pelota', 'blanca', '--', 'y', ""I'm"", 'going', 'to', 'tell', 'you', 'which', 'color,', 'y', ""I'm"", 'also', 'going', 'to', 'tell', 'you', 'to', 'go', 'with', 'sus', 'dedos.', '¿', 'OK', '?']","['spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'other']"
38,50.0,1.0,0.14,0.96,0.91,0.88,3,3,3,"Básicamente, a zero-sum game es el tipo de juego al que estamos acostumbrados en sports, where there's a winner and a loser.","['juego de suma nula', 'deportes', 'en los cuales hay un ganador y un perdedor']","['zero-sum game', 'sports', ""where there's a winner and a loser""]","Básicamente, un juego de suma nula es el tipo de juego al que estamos acostumbrados en los deportes, en los cuales hay un ganador y un perdedor.","Basically, a zero-sum game is the kind you're used to in sports, where there's a winner and a loser.","['Básicamente,', 'a', 'zero-sum', 'game', 'es', 'el', 'tipo', 'de', 'juego', 'al', 'que', 'estamos', 'acostumbrados', 'en', 'sports,', 'where', ""there's"", 'a', 'winner', 'and', 'a', 'loser.']","['spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
39,35.29,0.84,0.28,0.96,0.91,0.86,3,3,3,"Y estos hackers tenían una palabra para those mysterious bugs in telegraph systems, los llamaban ""bugs"".",['los errores misteriosos de los sistemas de telégrafo'],['those mysterious bugs in telegraph systems'],"Y estos hackers tenían una palabra para los errores misteriosos de los sistemas de telégrafo, los llamaban ""bugs"" .",And these hackers had a word for those mysterious bugs in telegraph systems that they called bugs.,"['Y', 'estos', 'hackers', 'tenían', 'una', 'palabra', 'para', 'those', 'mysterious', 'bugs', 'in', 'telegraph', 'systems,', 'los', 'llamaban', '""', 'bugs', '""', '.']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'other', 'spa', 'spa', 'spa', 'eng', 'spa', 'other']"
40,35.0,0.83,0.55,0.92,0.96,0.87,3,2,2,La increíble contribution of los doodles es que engages all four learning modalidades simultaneously con la possibility de an emotional experience.,"['contribución', 'garabatos', 'involucra', 'modalidades de aprendizaje', 'al mismo tiempo', 'posibilidad', 'experiencia emocional']","['contribution', 'doodles', 'engages', 'learning modalidades', 'simultaneously', 'possibility', 'emotional experience']",La increíble contribución de los garabatos es que involucra las 4 modalidades de aprendizaje al mismo tiempo con la posibilidad de una experiencia emocional.,The incredible contribution of the doodle is that it engages all four learning modalities simultaneously with the possibility of an emotional experience.,"['La', 'increíble', 'contribution', 'of', 'los', 'doodles', 'es', 'que', 'engages', 'all', 'four', 'learning', 'modalidades', 'simultaneously', 'con', 'la', 'possibility', 'de', 'an', 'emotional', 'experience.']","['spa', 'spa', 'eng', 'eng', 'spa', 'other', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'eng', 'eng', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng']"
41,47.06,0.99,0.37,0.92,0.92,0.92,2,2,2,"""Su sombra una vez, fumbling the chain on su puerta, después, the door slamming fearfully shut, sólo los ladridos y la música -- jazz -- filtering as it does, día y noche, al pasillo.""","['hurgando en', 'un portazo temeroso', 'filtrándose']","['fumbling', 'the door slamming fearfully shut', 'filtering as it does']","Su sombra una vez, hurgando en la cadena de su puerta, después, un portazo temeroso, sólo los ladridos y la música... jazz... filtrándose, día y noche, al pasillo.","Her shadow once, fumbling the chain on her door, then the door slamming fearfully shut, only the barking and the music -- jazz -- filtering as it does, day and night into the hall.","['""', 'Su', 'sombra', 'una', 'vez,', 'fumbling', 'the', 'chain', 'on', 'su', 'puerta,', 'después,', 'the', 'door', 'slamming', 'fearfully', 'shut,', 'sólo', 'los', 'ladridos', 'y', 'la', 'música', '--', 'jazz', '--', 'filtering', 'as', 'it', 'does,', 'día', 'y', 'noche,', 'al', 'pasillo.', '""']","['other', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'eng', 'spa', 'spa', 'spa', 'other']"
42,35.0,0.83,0.2,0.94,0.88,0.81,3,3,3,"Por ejemplo, a un chico de 14 años le daban un whole, you know, roll of bills para que lo guardara.",['un rollo de billetes'],"['whole, you know, roll of bills']","Por ejemplo, a un chico de 14 años le daban un rollo de billetes para que lo guardara.","So for instance, they would give a 14-year-old kid -- they'd give him a whole, you know, roll of bills to hold.","['Por', 'ejemplo,', 'a', 'un', 'chico', 'de', '14', 'años', 'le', 'daban', 'un', 'whole,', 'you', 'know,', 'roll', 'of', 'bills', 'para', 'que', 'lo', 'guardara.']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'other', 'spa', 'eng', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa']"
43,24.0,0.57,0.22,0.98,0.88,0.86,3,3,3,"Thom Mayne: ¿Howard? Estaba sentado al lado de Howard; no lo conozco, obviously, y me dijo: ""espero que you're not next.""","['obviamente', 'espero que Ud. no sea el próximo']","['obviously', ""espero que you're not next""]","Thom Mayne: ¿Howard? Estaba sentado al lado de Howard; no lo conozco, obviamente, y me dijo: ""espero que Ud. no sea el próximo"".","Thom Mayne: Howard? I'm sitting next to Howard. I don't know Howard, obviously, and he's going, I hope you're not next.","['Thom', 'Mayne', ':', '¿', 'Howard', '?', 'Estaba', 'sentado', 'al', 'lado', 'de', 'Howard', ';', 'no', 'lo', 'conozco,', 'obviously,', 'y', 'me', 'dijo', ':', '""', 'espero', 'que', ""you're"", 'not', 'next.', '""']","['spa', 'spa', 'other', 'spa', 'spa', 'other', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'other', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'spa']"
44,46.15,0.99,0.26,0.96,0.96,0.93,3,3,3,"Así que en tres años, de 2003 a 2006, pudimos poner en marcha la norma que realmente cambió el paradigma de how fishers went about deep-sea bottom trawling.","['de pesca, de los pescadores en el lecho marino']",['how fishers went about deep-sea bottom trawling'],"Así que en tres años, de 2003 a 2006, pudimos poner en marcha la norma que realmente cambió el paradigma de pesca, de los pescadores en el lecho marino.","So within three years, from 2003 to 2006, we were able to get norm in place that actually changed the paradigm of how fishers went about deep-sea bottom trawling.","['Así', 'que', 'en', 'tres', 'años,', 'de', '2003', 'a', '2006,', 'pudimos', 'poner', 'en', 'marcha', 'la', 'norma', 'que', 'realmente', 'cambió', 'el', 'paradigma', 'de', 'how', 'fishers', 'went', 'about', 'deep-sea', 'bottom', 'trawling.']","['spa', 'spa', 'eng', 'spa', 'spa', 'eng', 'other', 'eng', 'other', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
45,47.37,0.99,0.5,0.96,0.95,0.91,2,2,2,Todo el great progress de este country en relación con nuestros adversaries ha come by ir into the room.,"['gran', 'país', 'ocurrido por', 'a la sala', 'nuestros adversarios']","['great', 'country', 'come by', 'into the room', 'our adversaries']",Todo el gran progreso de este país en relación con nuestros adversarios ha ocurrido por ir a la sala.,All the great progress in this country with relation to our adversaries has come by going into the room.,"['Todo', 'el', 'great', 'progress', 'de', 'este', 'country', 'en', 'relación', 'con', 'nuestros', 'adversaries', 'ha', 'come', 'by', 'ir', 'into', 'the', 'room.']","['spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng']"
46,22.73,0.54,0.33,0.98,0.95,0.95,2,2,2,"A propósito, Galileo, did this de una forma muy cleverly haciendo correr una ball hacia atrás por las cuerdas de su lute.","['hizo', 'astuta', 'pelota', 'laúd']","['did', 'cleverly', 'ball', 'lute']","A propósito, Galileo, hizo esto de una forma muy astuta haciendo correr una pelota hacia atrás por las cuerdas de su laúd.","Galileo, by the way, did this very cleverly by running a ball backwards down the strings of his lute.","['A', 'propósito,', 'Galileo,', 'did', 'this', 'de', 'una', 'forma', 'muy', 'cleverly', 'haciendo', 'correr', 'una', 'ball', 'hacia', 'atrás', 'por', 'las', 'cuerdas', 'de', 'su', 'lute.']","['spa', 'spa', 'spa', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'eng', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng']"
47,26.09,0.63,0.29,0.97,0.96,0.92,3,3,2,"Hace 20 años, in a conference Richard y yo were at together, escribí un poema, which seems to me to still hold for me today.","['estuvimos juntos en una conferencia', 'que me parece todavía hoy sostengo']","['in a conference were at together', 'which seems to me to still hold for me today']","Hace 20 años, estuvimos juntos en una conferencia Richard y yo. Escribí un poema que me parece todavía hoy sostengo.","Twenty years ago, in a conference Richard and I were at together, I wrote a poem, which seems to me to still hold for me today.","['Hace', '20', 'años,', 'in', 'a', 'conference', 'Richard', 'y', 'yo', 'were', 'at', 'together,', 'escribí', 'un', 'poema,', 'which', 'seems', 'to', 'me', 'to', 'still', 'hold', 'for', 'me', 'today.']","['spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'spa', 'eng', 'spa', 'eng', 'eng', 'eng', 'other', 'spa', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
48,43.48,0.97,0.42,0.96,0.92,0.92,3,2,2,"Escribió: ""El universo cannot be leído until we have aprendido el lenguaje y become familiar with los caracteres in que está written.""","['no puede ser', 'hasta que hayamos', 'aprendido', 'nos hayamos familiarizado con', 'en que está escrito']","['cannot be', 'until we have', 'aprendido', 'become familiar with', 'in which it is written']","Escribió: ""El universo no puede ser leído hasta que hayamos aprendido el lenguaje y nos hayamos familiarizado con los caracteres en que está escrito.","He wrote, ""The universe cannot be read until we have learnt the language and become familiar with the characters in which it is written.","['Escribió', ':', '""', 'El', 'universo', 'cannot', 'be', 'leído', 'until', 'we', 'have', 'aprendido', 'el', 'lenguaje', 'y', 'become', 'familiar', 'with', 'los', 'caracteres', 'in', 'que', 'está', 'written.', '""']","['spa', 'spa', 'other', 'spa', 'spa', 'eng', 'eng', 'spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'spa', 'spa', 'eng', 'spa', 'spa', 'eng', 'other']"
49,41.18,0.94,0.19,0.95,0.88,0.82,3,2,2,Murphy Brown tuvo que vérselas con un vice president when she asumió la idea de single parenthood.,"['vicepresidente', 'ser madre soltera', 'cuando', 'tuvo que vérselas con']","['vice president', 'single parenthood', 'when', 'took on']",Murphy Brown tuvo que vérselas con un vicepresidente cuando asumió la idea de ser madre soltera.,Murphy Brown took on a vice president when she took on the idea of single parenthood.,"['Murphy', 'Brown', 'tuvo', 'que', 'vérselas', 'con', 'un', 'vice', 'president', 'when', 'she', 'asumió', 'la', 'idea', 'de', 'single', 'parenthood.']","['spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng', 'eng', 'spa', 'spa', 'spa', 'eng', 'eng', 'eng']"
