,cmi,m_index,i_index,similarity_between_L1_and_L1-L2,similarity_between_L2_and_L1-L2,similarity_between_L1_and_L2,coherence,naturalness,readability,L1-L2,lang1_replaced_parts,lang2_replaced_parts,L1,L2,tokens,lids
29,32.5,0.78,0.1,0.94,0.87,0.85,3,3,2,"但是，我今天要告诉你 that I'm committed to seeing this project done, 要看看在这10年内 我们是否最终可以掌握 我们宇宙的规则 并且知道我们宇宙在 the space of all possible universes...",[],[],但是，我今天要告诉你 我要把这个项目做完， 要看看在这10年内 我们是否最终可以掌握 我们宇宙的规则 并且知道我们宇宙在 所有可能的宇宙空间的位置,"But I'll tell you, here today, that I'm committed to seeing this project done, to see if, within this decade, we can finally hold in our hands the rule for our universe and know where our universe lies in the space of all possible universes ...","['但是', '，', '我', '今天', '要', '告诉', '你', 'that', ""I'm"", 'committed', 'to', 'seeing', 'this', 'project', 'done,', '要', '看看', '在', '这', '10', '年内', '我们', '是否', '最终', '可以', '掌握', '我们', '宇宙', '的', '规则', '并且', '知道', '我们', '宇宙', '在', 'the', 'space', 'of', 'all', 'possible', 'universes...']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'other']"
30,26.32,0.63,0.16,0.95,0.84,0.87,2,2,2,还有，大家可能听说过 this giant clam 发现于冰岛北部的海边 已经有405 years old.,[],[],还有，大家可能听说过 一只巨大的蛤蜊 发现于冰岛北部的海边 已经有405岁了。,"And then, you might have heard of this giant clam that was discovered off the coast of northern Iceland that reached 405 years old.","['还有', '，', '大家', '可能', '听说', '过', 'this', 'giant', 'clam', '发现', '于', '冰岛', '北部', '的', '海边', '已经', '有', '405', 'years', 'old.']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'other', 'eng', 'eng']"
31,36.36,0.86,0.14,0.91,0.84,0.8,3,3,3,所以你可以看到highly stylized的肖像方法 它并不是完全属于这个星球--it was a portrait of a star.,[],[],所以你可以看到高度风格化的肖像方法 它并不是完全属于这个星球--它是一颗星星的肖像。,So you've got this highly stylized portrait of something that was not entirely of this earth -- it was a portrait of a star.,"['所以', '你', '可以', '看到', 'highly', 'stylized', '的', '肖像', '方法', '它', '并', '不是', '完全', '属于', '这个', '星球', '--it', 'was', 'a', 'portrait', 'of', 'a', 'star.']","['chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
32,44.44,0.98,0.12,0.88,0.91,0.8,2,2,2,参与社交传媒网的所有人 都能被归入 the same old demographic categories 那些媒体公司和广告商们 have used in order to understand them.,[],[],参与社交传媒网的所有人 都能被归入以前旧的人口统计学里的种类 那些媒体公司和广告商们 以前用来了解人们的统计种类。,All the people who participate in social media networks belong to the same old demographic categories that media companies and advertisers have used in order to understand them.,"['参与', '社交', '传媒网', '的', '所有人', '都', '能', '被', '归入', 'the', 'same', 'old', 'demographic', 'categories', '那些', '媒体', '公司', '和', '广告商', '们', 'have', 'used', 'in', 'order', 'to', 'understand', 'them.']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
33,33.33,0.8,0.14,0.96,0.94,0.93,3,3,3,有段时间我在 The New York Times 工作，那是 '80s 的事情了，我写了一篇文章谈到纽约的新问题—— it was homeless people on the streets.,[],[],有段时间我在《纽约时报》工作， 那是80年代的事情了，我写了一篇文章 谈到纽约的新问题—— 大街上无家可归的人们。,"Some time ago when I was working for The New York Times, it was in the '80s, I did an article on what was then a new problem in New York -- it was homeless people on the streets.","['有', '段时间', '我', '在', 'The', 'New', 'York', 'Times', '工作', '，', '那', '是', ""'80s"", '的', '事情', '了', '，', '我', '写', '了', '一篇', '文章', '谈到', '纽约', '的', '新', '问题', '—', '—', 'it', 'was', 'homeless', 'people', 'on', 'the', 'streets.']","['chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
34,15.38,0.35,0.25,0.97,0.87,0.84,3,3,3,"你也许认为左边这张图是 male, 右边这张图是 female.",[],[],你也许认为左边这张图是男性 右边这张图是女性,"You probably think the picture on the left is male, the one on the right is female.","['你', '也许', '认为', '左边', '这', '张图', '是', 'male,', '右边', '这', '张图', '是', 'female.']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'eng']"
35,36.67,0.87,0.21,0.85,0.87,0.8,3,2,2,"""因为我已经失去了 my jaw, 所以我已经无法达到 a seal, and therefore 我的舌头 和所有其他的 vocal equipment was rendered powerless.""",[],[],"因为我已经失去了下颚 所以我已经无法达到密封的要求 因此我的舌头 和所有其他的发声器官 就相应的失去了作用""","Because I had lost my jaw, I could no longer form a seal, and therefore my tongue and all of my other vocal equipment was rendered powerless.","['""', '因为', '我', '已经', '失去', '了', 'my', 'jaw,', '所以', '我', '已经', '无法', '达到', 'a', 'seal,', 'and', 'therefore', '我', '的', '舌头', '和', '所有', '其他', '的', 'vocal', 'equipment', 'was', 'rendered', 'powerless.', '""']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi']"
36,14.63,0.33,0.16,0.96,0.89,0.86,3,3,3,"当我们说""gather""我们的想法，并""put"" them ""into"" words, 如果我们说的话并不""empty""或者""hollow"", 我们就可以把意思传达""across"" 让一个能够""unpack""我们的语言而提取""content"".",[],[],"当我们说""gather""（收集）我们的想法，并""'put' them 'into' word""（把它们付诸语言） 如果我们说的话并不""empty""或者""hollow""（空洞） 我们就可以把意思传达“过去” 让一个能够”拆解“我们的语言而提取“内涵”","As when we say we ""gather"" our ideas, to ""put"" them ""into"" words, and if our words aren't ""empty"" or ""hollow,"" we might get these ideas ""across"" to a listener, who can ""unpack"" our words to ""extract"" their ""content.""","['当', '我们', '说', '""', 'gather', '""', '我们', '的', '想法', '，', '并', '""', 'put', '""', 'them', '""', 'into', '""', 'words,', '如果', '我们', '说', '的话', '并', '不', '""', 'empty', '""', '或者', '""', 'hollow', '""', ',', '我们', '就', '可以', '把', '意思', '传达', '""', 'across', '""', '让', '一个', '能够', '""', 'unpack', '""', '我们', '的', '语言', '而', '提取', '""', 'content', '""', '.']","['chi', 'chi', 'chi', 'other', 'chi', 'other', 'chi', 'chi', 'chi', 'chi', 'chi', 'other', 'chi', 'other', 'chi', 'other', 'chi', 'other', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'other', 'chi', 'other', 'chi', 'other', 'chi', 'other', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'other', 'eng', 'other', 'chi', 'chi', 'chi', 'other', 'eng', 'other', 'chi', 'chi', 'chi', 'chi', 'chi', 'other', 'eng', 'other', 'eng']"
37,32.0,0.77,0.17,0.93,0.93,0.86,3,3,3,"大家可以看到，这里，有一些 direct light on the floor, 但他们也可以 easily figure out 这光束来自哪里。",[],[],大家可以看到，这里，有一些光线直射向地板， 但他们也可以立刻判断出这光束来自哪里。,"As you can see here, there's some direct light on the floor, but they could easily figure out where that comes from.","['大家', '可以', '看到', '，', '这里', '，', '有', '一些', 'direct', 'light', 'on', 'the', 'floor,', '但', '他们', '也', '可以', 'easily', 'figure', 'out', '这', '光束', '来自', '哪里', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi']"
38,46.88,0.99,0.12,0.88,0.88,0.85,2,2,2,"""雷切尔·内奥米·雷曼 自己实际上就在 bringing compassion back to its rightful place alongside science 就在她所从事的医学领域 in the training of new doctors.""",[],[],雷切尔·内奥米·雷曼 自己实际上就在将同情 重新置于与科学并重的位置上 就在她所从事的医学领域 通过训练新的医生,Rachel Naomi Remen is actually bringing compassion back to its rightful place alongside science in her field of medicine in the training of new doctors.,"['""', '雷切尔', '·', '内奥米', '·', '雷曼', '自己', '实际上', '就', '在', 'bringing', 'compassion', 'back', 'to', 'its', 'rightful', 'place', 'alongside', 'science', '就', '在', '她', '所', '从事', '的', '医学', '领域', 'in', 'the', 'training', 'of', 'new', 'doctors.', '""']","['other', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'other']"
39,31.82,0.77,0.29,0.92,0.85,0.84,3,3,3,如果我 zoom in 到 lower Manhattan，你便可以看见 New York City 在美国革命末的模样。,[],[],如果我放大到曼哈顿下城区， 你便可以看见纽约市 在美国革命末的模样。,"And if I zoom in to lower Manhattan you can see the extent of New York City as it was, right at the end of the American Revolution.","['如果', '我', 'zoom', 'in', '到', 'lower', 'Manhattan', '，', '你', '便', '可以', '看见', 'New', 'York', 'City', '在', '美国', '革命', '末', '的', '模样', '。']","['chi', 'chi', 'eng', 'eng', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
40,44.83,0.98,0.11,0.92,0.85,0.81,2,2,2,"我们需要迅速承认到这些专家和天使 identify them, and allow them to easily find the resource 去推广他们在做的事情 and doing well.",[],[],我们需要迅速承认到这些专家和天使 找到他们， 允许他们方便地找到资源 去推广他们在做的事情 做得更好,"We need to recognize the experts and the angels quickly, identify them, and allow them to easily find the resource to keep rolling out what they're already doing, and doing well.","['我们', '需要', '迅速', '承认', '到', '这些', '专家', '和', '天使', 'identify', 'them,', 'and', 'allow', 'them', 'to', 'easily', 'find', 'the', 'resource', '去', '推广', '他们', '在', '做', '的', '事情', 'and', 'doing', 'well.']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng']"
41,18.75,0.44,0.13,0.96,0.85,0.83,3,2,2,我们自己得担起责任去setting and enforcing我们生活中的各种界限。,[],[],我们自己得担起责任 去设定并强化 我们生活中的各种界限。,We have to be responsible for setting and enforcing the boundaries that we want in our life.,"['我们', '自己', '得', '担起', '责任', '去', 'setting', 'and', 'enforcing', '我们', '生活', '中', '的', '各种', '界限', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
42,36.0,0.85,0.17,0.97,0.91,0.92,3,3,3,"你可以查看ORCATech.org -- it has nothing to do with whales, 这是俄勒冈州的老龄化技术中心 -- 得知更多的信息。",[],[],你可以查看ORCATech.org- 这跟鲸鱼没有关系，这是俄勒冈州的老龄化技术中心- 得知更多的信息。,"You can go to ORCATech.org -- it has nothing to do with whales, it's the Oregon Center for Aging and Technology -- to see more about that.","['你', '可以', '查看', 'ORCATech.org', '--', 'it', 'has', 'nothing', 'to', 'do', 'with', 'whales,', '这是', '俄勒冈州', '的', '老龄化', '技术', '中心', '--', '得知', '更', '多', '的', '信息', '。']","['chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
43,16.67,0.38,0.12,0.99,0.82,0.83,3,3,3,"但当我渐渐长大，我越来越疑惑 究竟什么是 ""success"" 的真正意义",[],[],但当我渐渐长大，我越来越疑惑 究竟什么是“成功”的真正意义,"But as I get older, I'm also very nuanced about what that word ""success"" might mean.","['但', '当', '我', '渐渐', '长大', '，', '我', '越来越', '疑惑', '究竟', '什么', '是', '""', 'success', '""', '的', '真正', '意义']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi']"
44,47.83,1.0,0.23,0.91,0.87,0.85,3,2,2,但是 the world has changed，是时候去 upgrade that mindset 了，去对世界分类，and to understand it.,[],[],但是世界已经变化了， 是时候去升级这个世界观了， 去对世界分类，以及了解这个分类。,"But the world has changed, and it's overdue to upgrade that mindset and that taxonomy of the world, and to understand it.","['但是', 'the', 'world', 'has', 'changed', '，', '是', '时候', '去', 'upgrade', 'that', 'mindset', '了', '，', '去', '对', '世界', '分类', '，', 'and', 'to', 'understand', 'it.']","['chi', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng']"
45,41.38,0.94,0.14,0.94,0.91,0.85,3,3,2,"或者，当你在supermarket里，站在那个huge aisle of different types of toilet papers，面对着各种各样的厕纸，难道你会take out your cell phone, and open a browser, and go to a website to try to decide 到底哪一种厕纸是the most ecologically responsible purchase to make?",[],[],或者，当你在超市里， 站在一排巨大的货架前， 面对着各种各样的厕纸， 难道你会拿出手机，打开浏览器 登录一个网站，尝试去决定 到底哪一种厕纸 才是最环保的，最应该买的？,"Or when you go to the supermarket and you're standing there in that huge aisle of different types of toilet papers, you don't take out your cell phone, and open a browser, and go to a website to try to decide which of these different toilet papers is the most ecologically responsible purchase to make.","['或者', '，', '当', '你', '在', 'supermarket', '里', '，', '站', '在', '那个', 'huge', 'aisle', 'of', 'different', 'types', 'of', 'toilet', 'papers', '，', '面对', '着', '各种各样', '的', '厕纸', '，', '难道', '你', '会', 'take', 'out', 'your', 'cell', 'phone,', 'and', 'open', 'a', 'browser,', 'and', 'go', 'to', 'a', 'website', 'to', 'try', 'to', 'decide', '到底', '哪', '一种', '厕纸', '是', 'the', 'most', 'ecologically', 'responsible', 'purchase', 'to', 'make', '?']","['chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'other']"
46,23.08,0.55,0.23,0.92,0.93,0.89,2,2,2,现在科学家认为 bacterial spores 是活着的 单个细胞，但是在 suspended animation，它们可以处于这种状态长达 250 million years。,[],[],现在科学家认为细菌孢子 是活着的 单个细胞，但是在假死状态， 它们可以处于这种状态长达2.50亿年。,"Bacterial spores are thought now by scientists to exist as individual cells that are alive, but in suspended animation for as long as 250 million years.","['现在', '科学家', '认为', 'bacterial', 'spores', '是', '活着', '的', '单个', '细胞', '，', '但是', '在', 'suspended', 'animation', '，', '它们', '可以', '处于', '这种', '状态', '长', '达', '250', 'million', 'years', '。']","['chi', 'chi', 'chi', 'other', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi']"
47,49.18,1.0,0.1,0.96,0.94,0.94,2,2,2,"不，我想做的是 take you back to 1854 in London for the next few minutes，并且 tell the story -- in brief -- of this outbreak, 这个瘟疫，从很多方面来讲，我认为，helped create the world that we live in today，特别是我们现在居住的城市的样子。",[],[],不，我想做的是在下面的几分钟，带你们回到1854年的伦敦。 并且讲个故事—— 简单地说——关于一个瘟疫的爆发。 这个瘟疫，从很多方面来讲，我认为，帮助创造了我们今天生存的世界， 特别是我们现在居住的城市的样子。,"No, what I want to do is take you back to 1854 in London for the next few minutes, and tell the story -- in brief -- of this outbreak, which in many ways, I think, helped create the world that we live in today, and particularly the kind of city that we live in today.","['不', '，', '我', '想', '做', '的', '是', 'take', 'you', 'back', 'to', '1854', 'in', 'London', 'for', 'the', 'next', 'few', 'minutes', '，', '并且', 'tell', 'the', 'story', '--', 'in', 'brief', '--', 'of', 'this', 'outbreak,', '这个', '瘟疫', '，', '从', '很多', '方面', '来讲', '，', '我', '认为', '，', 'helped', 'create', 'the', 'world', 'that', 'we', 'live', 'in', 'today', '，', '特别', '是', '我们', '现在', '居住', '的', '城市', '的', '样子', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
48,22.22,0.53,0.22,0.96,0.87,0.86,2,2,2,"一方面，变暖会直接 加剧heatwaves and droughts, 但同时，因为一个更暖的大气层 会保存更多的water vapor 和其潜在能量， rainfall will become in 更为极端 events。",[],[],一方面，变暖会直接 加剧热浪和干旱， 但同时，因为一个更暖的大气层 会保存更多的水汽 和其潜在能量， 降雨活动也将变得 更为极端。,"Heatwaves and droughts on one hand, directly from the warming, but also, because a warmer atmosphere holds more water vapor with its latent energy, rainfall will become in more extreme events.","['一方面', '，', '变暖', '会', '直接', '加剧', 'heatwaves', 'and', 'droughts,', '但', '同时', '，', '因为', '一个', '更', '暖', '的', '大气层', '会', '保存', '更', '多', '的', 'water', 'vapor', '和', '其', '潜在', '能量', '，', 'rainfall', 'will', 'become', 'in', '更为', '极端', 'events', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'other', 'eng', 'other', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'eng', 'chi']"
49,10.53,0.23,0.11,0.91,0.88,0.82,3,2,3,而且他们还决定必须要发给我一个很丑的Plexiglas trophy来奖励我的工作。,[],[],而且他们还决定必须 要发给我一个很丑的塑料奖杯来奖励我的工作。,And they also decided that I had to -- to give me a very ugly Plexiglas trophy for it.,"['而且', '他们', '还', '决定', '必须', '要', '发给', '我', '一个', '很丑', '的', 'Plexiglas', 'trophy', '来', '奖励', '我', '的', '工作', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
50,40.91,0.94,0.3,0.93,0.88,0.85,3,2,2,"这样，你可以 play a video game, “开”过一段音乐，使用 body gesture 来控制 huge masses of sound, 通过触摸 a special surface 来产生 melodies，还可以用自己的 voice 来营造 a whole aura.",[],[],这样，你可以打游戏，“开”过一段音乐， 使用肢体语言来控制大量的声音， 通过触摸特制的表面来产生美妙的乐音，还可以用自己的声音来营造某种氛围。,"So, you can play a video game, drive through a piece of music, use your body gesture to control huge masses of sound, touch a special surface to make melodies, use your voice to make a whole aura.","['这样', '，', '你', '可以', 'play', 'a', 'video', 'game,', '“', '开', '”', '过', '一段', '音乐', '，', '使用', 'body', 'gesture', '来', '控制', 'huge', 'masses', 'of', 'sound,', '通过', '触摸', 'a', 'special', 'surface', '来', '产生', 'melodies', '，', '还', '可以', '用', '自己', '的', 'voice', '来', '营造', 'a', 'whole', 'aura.']","['chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'eng', 'eng', 'eng', 'chi', 'chi', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'chi', 'eng', 'eng', 'eng']"
51,37.7,0.89,0.1,0.9,0.92,0.8,2,2,2,世界各国日渐受到网络攻击，这种对另一个国家的电脑系统的无声的打击，通常leave behind no trace.（还记得蠕虫吗？）在TEDxParis，Guy-Philippe Goldstein shows how cyberattacks can leap between the digital and physical worlds to prompt armed conflict -- 以及我们如何才能防止这一全球性的安全隐患。,[],[],世界各国日渐受到网络攻击，这种对另一个国家的电脑系统的无声的打击，通常无迹可寻。（还记得蠕虫吗？）在TED巴黎会上，盖尔 菲力浦 戈斯坦展示了数码世界中的网络攻击是如何导致现实世界中的武力冲突，以及我们如何才能防止这一全球性的安全隐患。,"More and more, nations are waging attacks with cyber weapons -- silent strikes on another country's computer systems that leave behind no trace. At TEDxParis, Guy-Philippe Goldstein shows how cyberattacks can leap between the digital and physical worlds to prompt armed conflict -- and how we might avert this global security hazard.","['世界', '各国', '日渐', '受到', '网络攻击', '，', '这种', '对', '另', '一个', '国家', '的', '电脑系统', '的', '无声', '的', '打击', '，', '通常', 'leave', 'behind', 'no', 'trace.', '（', '还', '记得', '蠕虫', '吗', '？', '）', '在', 'TEDxParis', '，', 'Guy-Philippe', 'Goldstein', 'shows', 'how', 'cyberattacks', 'can', 'leap', 'between', 'the', 'digital', 'and', 'physical', 'worlds', 'to', 'prompt', 'armed', 'conflict', '--', '以及', '我们', '如何', '才能', '防止', '这一', '全球性', '的', '安全隐患', '。']","['chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'eng', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi']"
52,25.0,0.6,0.14,0.86,0.8,0.85,3,3,3,"""为什么？因为 they were old and infirm。所以我们需要过去看看他们是不是需要任何东西。""",[],[],为什么？因为他们年迈体弱。 所以我们需要过去看看他们是不是需要任何东西。,"Why? Because they were old and infirm, and we needed to go by to see if they needed anything.","['""', '为什么', '？', '因为', 'they', 'were', 'old', 'and', 'infirm', '。', '所以', '我们', '需要', '过去', '看看', '他们', '是不是', '需要', '任何', '东西', '。', '""']","['other', 'chi', 'chi', 'chi', 'eng', 'eng', 'eng', 'eng', 'eng', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'chi', 'other']"
