,cmi,m_index,i_index,similarity_between_L1_and_L1-L2,similarity_between_L2_and_L1-L2,similarity_between_L1_and_L2,coherence,naturalness,readability,L1-L2,lang1_replaced_parts,lang2_replaced_parts,L1,L2,tokens,lids
23,42.11,0.95,0.37,0.92,0.93,0.87,2,3,2,في الأساس ، a zero-sum game هو نوع you're used to في الرياضة ، حيث هناك a winner وخاسر.,[],[],في الأساس ، لعبة محصلتها صفر، هو نوع يستخدم في الرياضة ، حيث هناك فائز وخاسر.,"Basically, a zero-sum game is the kind you're used to in sports, where there's a winner and a loser.","['في', 'الأساس', '،', 'a', 'zero-sum', 'game', 'هو', 'نوع', ""you're"", 'used', 'to', 'في', 'الرياضة', '،', 'حيث', 'هناك', 'a', 'winner', 'وخاسر', '.']","['ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'other']"
24,47.06,0.99,0.17,0.92,0.95,0.88,2,2,2,كل التقدم العظيم في هذه الدولة with relation to our adversaries has come by الذهاب إلى داخل الغرفة.,[],[],كل التقدم العظيم فى هذه الدولة نتيجة علاقات مع خصومنا حدثت بالذهاب إلى داخل الغرفة .,All the great progress in this country with relation to our adversaries has come by going into the room.,"['كل', 'التقدم', 'العظيم', 'في', 'هذه', 'الدولة', 'with', 'relation', 'to', 'our', 'adversaries', 'has', 'come', 'by', 'الذهاب', 'إلى', 'داخل', 'الغرفة', '.']","['ara', 'ara', 'ara', 'other', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'other']"
25,42.86,0.96,0.36,0.9,0.88,0.8,2,2,2,"قام Galileo, بالمناسبة، بذلك، بذكاء وذلك by running a ball backwards على أوتار العود.",[],[],قام جاليليو بذلك، بالمناسبة، بذكاء وذلك بدحرجة كرة إلي الخلف على أوتار العود.,"Galileo, by the way, did this very cleverly by running a ball backwards down the strings of his lute.","['قام', 'Galileo,', 'بالمناسبة،', 'بذلك،', 'بذكاء', 'وذلك', 'by', 'running', 'a', 'ball', 'backwards', 'على', 'أوتار', 'العود', '.']","['ara', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'other']"
26,47.83,1.0,0.22,0.94,0.92,0.9,2,2,2,"قبل 20 عاما، في مؤتمر Richard and I were at together, كتبت قصيدة، والذي seems to me to still hold مناسبة حتى اليوم.",[],[],قبل 20 عاما، في مؤتمر ريتشارد وأنا في جانب، كتبت قصيدة، والذي يبدو لي أنها لا تزال مناسبة حتى اليوم.,"Twenty years ago, in a conference Richard and I were at together, I wrote a poem, which seems to me to still hold for me today.","['قبل', '20', 'عاما،', 'في', 'مؤتمر', 'Richard', 'and', 'I', 'were', 'at', 'together,', 'كتبت', 'قصيدة،', 'والذي', 'seems', 'to', 'me', 'to', 'still', 'hold', 'مناسبة', 'حتى', 'اليوم', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'other']"
27,33.33,0.8,0.35,0.95,0.87,0.84,3,2,2,"فيقول، ""The universe لن نستطيع قراءة حتى نتعلم the language و نتعود على the characters التي تكتب بها.""",[],[],"فيقول، ""لن نستطيع قراءة الكون حتى أن نتعلم اللغة و نتعود على الحروف التي تكتب بها.","He wrote, ""The universe cannot be read until we have learnt the language and become familiar with the characters in which it is written.","['فيقول،', '""', 'The', 'universe', 'لن', 'نستطيع', 'قراءة', 'حتى', 'نتعلم', 'the', 'language', 'و', 'نتعود', 'على', 'the', 'characters', 'التي', 'تكتب', 'بها', '.', '""']","['ara', 'other', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'other', 'other']"
28,50.0,1.0,0.45,0.82,0.94,0.8,3,2,2,تولى Murphy Brown على منصب vice president عندما انتشرة فكرة single parenthood.,[],[],تولى مورفي براون على منصب نائب الرئيس عندما انتشرة فكرة الانجاب بدون زواج,Murphy Brown took on a vice president when she took on the idea of single parenthood.,"['تولى', 'Murphy', 'Brown', 'على', 'منصب', 'vice', 'president', 'عندما', 'انتشرة', 'فكرة', 'single', 'parenthood.']","['ara', 'eng', 'eng', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng']"
29,44.12,0.97,0.31,0.92,0.93,0.93,2,2,2,نحو سنة ونصف مضت Stephen Lawler الذي also gave a talk هنا في TED في عام 2007 عن الأرض الافتراضية brought me over لأن أصبح the architect of Bing Maps، التي is Microsoft's online-mapping effort.,[],[],نحو سنة ونصف مضت ستيفن لولر الذي تحدث أيضا هنا في تيد في عام 2007 عن الأرض الافتراضية شجعني على أن أصبح مهندسا في خرائط بينج، التي تعتبر جهدا من مايكروسوفت لرسم الخرائط على الإنترنت.,"About a year and a half ago, Stephen Lawler, who also gave a talk here at TED in 2007 on Virtual Earth, brought me over to become the architect of Bing Maps, which is Microsoft's online-mapping effort.","['نحو', 'سنة', 'ونصف', 'مضت', 'Stephen', 'Lawler', 'الذي', 'also', 'gave', 'a', 'talk', 'هنا', 'في', 'TED', 'في', 'عام', '2007', 'عن', 'الأرض', 'الافتراضية', 'brought', 'me', 'over', 'لأن', 'أصبح', 'the', 'architect', 'of', 'Bing', 'Maps', '،', 'التي', 'is', ""Microsoft's"", 'online-mapping', 'effort.']","['ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'eng', 'ara', 'ara', 'other', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'other', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng']"
30,44.44,0.98,0.29,0.92,0.85,0.83,2,2,2,وصنع فلم لمثل هذا الامر interesting لانك you're stuck trying to visualize العلم الذي there's no visualization for.,[],[],وصنع فلم لمثل هذا الامر مثير للاهتمام لانك تتعلق محاولا تصور العلم الذي لايوجد له تصوير,"And it's interesting when you make a film like this, because you're stuck trying to visualize science that there's no visualization for.","['وصنع', 'فلم', 'لمثل', 'هذا', 'الامر', 'interesting', 'لانك', ""you're"", 'stuck', 'trying', 'to', 'visualize', 'العلم', 'الذي', ""there's"", 'no', 'visualization', 'for.']","['ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng']"
31,44.0,0.97,0.12,0.91,0.93,0.87,2,2,2,لقد أُصِبتُ بالصدمة، ولكن لم يكن الأمر مفاجأة، because I had seen those same visual parallels when I was آمر السجن في دراسة سجن ستانفورد.,[],[],لقد أُصِبتُ بالصدمة، ولكن لم يكن الأمر مفاجأة، وذلك لأني رأيت فيما مضى صورا مماثلة عندما كنت آمر السجن في دراسة سجن ستانفورد.,"I was shocked, but I wasn't surprised, because I had seen those same visual parallels when I was the prison superintendent of the Stanford Prison Study.","['لقد', 'أُصِبتُ', 'بالصدمة،', 'ولكن', 'لم', 'يكن', 'الأمر', 'مفاجأة،', 'because', 'I', 'had', 'seen', 'those', 'same', 'visual', 'parallels', 'when', 'I', 'was', 'آمر', 'السجن', 'في', 'دراسة', 'سجن', 'ستانفورد', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
32,10.0,0.22,0.2,0.93,0.87,0.81,2,2,2,Well أفضل طريقة لمعرفة ذلك هو القيام بالقليل من الإحصاءات simplistic.,[],[],أفضل طريقة لمعرفة ذلك هو القيام بالقليل من الإحصاءات البسيطة.,Well the best way to look at that is to do a tiny bit of simplistic statistics.,"['Well', 'أفضل', 'طريقة', 'لمعرفة', 'ذلك', 'هو', 'القيام', 'بالقليل', 'من', 'الإحصاءات', 'simplistic.']","['eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
33,39.13,0.91,0.13,0.89,0.91,0.81,2,2,2,حسناً، هذا يتخلص من ذلك الشئ، because this is a habituation Gaussian that gets negative، ويتكثّف أكثر وأكثر بينما ينظر لشئ واحد.,[],[],حسناً، هذا يتخلص من ذلك الشئ، بسبب التعوّد الغاوسوني الذي يأخذ السالب، ويتكثّف أكثر وأكثر بينما ينظر لشئ واحد.,"Well, this gets rid of that, because this is a habituation Gaussian that gets negative, and more and more intense as it looks at one thing.","['حسناً،', 'هذا', 'يتخلص', 'من', 'ذلك', 'الشئ،', 'because', 'this', 'is', 'a', 'habituation', 'Gaussian', 'that', 'gets', 'negative', '،', 'ويتكثّف', 'أكثر', 'وأكثر', 'بينما', 'ينظر', 'لشئ', 'واحد', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
34,36.36,0.86,0.14,0.97,0.92,0.9,2,2,2,بعد ذلك إينشتاين، مع هذه النظرية الخاصة للنسبية، looked at a whole set of symmetries of معادلات ماكسويل، التي تسمى بالنسبية الخاصة.,[],[],بعد ذلك إينشتاين، مع هذه النظرية الخاصة للنسبية، نظر في المجموعة الكاملة لمتناظرات معادلات ماكسويل، التي تسمى بالنسبية الخاصة.,"Then Einstein, with his special theory of relativity, looked at a whole set of symmetries of Maxwell's equations, which are called special relativity.","['بعد', 'ذلك', 'إينشتاين،', 'مع', 'هذه', 'النظرية', 'الخاصة', 'للنسبية،', 'looked', 'at', 'a', 'whole', 'set', 'of', 'symmetries', 'of', 'معادلات', 'ماكسويل،', 'التي', 'تسمى', 'بالنسبية', 'الخاصة', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'other']"
35,48.0,1.0,0.2,0.93,0.92,0.88,2,2,2,"أعتقد أننا نتفق حول ذلك. Where does the tree get الأشياء التي تشكل هذا الكرسي, right? من أين تأتي all this stuff?",[],[],أعتقد أننا نتفق حول ذلك. من أين تأتي الأشجار بالأشياء التي تشكل هذا الكرسي، اليس كذلك؟ من أين تأتي كل تلك الأشياء؟,"I think we agree on that. Where does the tree get the stuff that makes up this chair, right? Where does all this stuff come from?","['أعتقد', 'أننا', 'نتفق', 'حول', 'ذلك', '.', 'Where', 'does', 'the', 'tree', 'get', 'الأشياء', 'التي', 'تشكل', 'هذا', 'الكرسي', ',', 'right', '?', 'من', 'أين', 'تأتي', 'all', 'this', 'stuff', '?']","['ara', 'ara', 'ara', 'ara', 'ara', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng']"
36,41.18,0.94,0.29,0.89,0.89,0.8,2,2,2,"علموا أطفالكم evolution في حصص الاحياء، وعما قريب سيتعلمون move on to drugs, grand larceny والشذوذ الجنسي.",[],[],علموا أطفالكم نظرية التطور في حصص الاحياء، وعما قريب سيتعلمون استخدام المخدرات، السرقة، والشذوذ الجنسي.,"Teach your children evolution in biology class, and they'll soon move on to drugs, grand larceny and sexual pre-version.","['علموا', 'أطفالكم', 'evolution', 'في', 'حصص', 'الاحياء،', 'وعما', 'قريب', 'سيتعلمون', 'move', 'on', 'to', 'drugs,', 'grand', 'larceny', 'والشذوذ', 'الجنسي', '.']","['ara', 'ara', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'other']"
37,39.29,0.91,0.33,0.92,0.91,0.86,3,3,3,ولكن الفكرة كانت على أساس أننا were there for a month وأردت to acclimate الحيوانات to us من أجل أن نستطيع أن نرى behaviors دون أن نزعجهم.,[],[],ولكن الفكرة كانت على أساس أننا سنكون هناك لمدة شهر فقط وأردت من الحيوانات أن تتأقلم لوجودنا من أجل أن نستطيع أن نرى سلوكياتهم دون أن نزعجهم,"But the idea is, we were there for a month and I wanted to acclimate the animals to us so that we could see behaviors without disturbing them.","['ولكن', 'الفكرة', 'كانت', 'على', 'أساس', 'أننا', 'were', 'there', 'for', 'a', 'month', 'وأردت', 'to', 'acclimate', 'الحيوانات', 'to', 'us', 'من', 'أجل', 'أن', 'نستطيع', 'أن', 'نرى', 'behaviors', 'دون', 'أن', 'نزعجهم', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'eng', 'eng', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'ara', 'ara', 'ara', 'eng']"
38,47.37,0.99,0.33,0.95,0.9,0.87,2,2,2,كان الجميع لوكافور، حتى New York كان لها pig farms قريبة، وshipping food from all over the place كانت فكرة ridiculous.,[],[],كان الجميع لوكافور، حتى نيويورك كان لها مزارع خنازير قريبة وإستيراد الغذاء من كل الأنحاء كانت فكرة سخيفة.,"Everyone was a locavore: even New York had pig farms nearby, and shipping food all over the place was a ridiculous notion.","['كان', 'الجميع', 'لوكافور،', 'حتى', 'New', 'York', 'كان', 'لها', 'pig', 'farms', 'قريبة،', 'و', 'shipping', 'food', 'from', 'all', 'over', 'the', 'place', 'كانت', 'فكرة', 'ridiculous.']","['ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'eng', 'eng', 'other', 'ara', 'eng', 'eng', 'other', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'other']"
39,44.44,0.98,0.17,0.96,0.93,0.9,2,2,2,"وربما أهم مقياس لنجاح هذا هو أن I feel that my relationships are a lot deeper, richer, وأقوى.",[],[],وربما أهم مقياس لنجاح هذا هو أن أشعر بأن الكثير من علاقاتي أعمق، أغنى وأقوى.,"And perhaps, the most important measure of the success of this is that I feel that my relationships are a lot deeper, richer, stronger.","['وربما', 'أهم', 'مقياس', 'لنجاح', 'هذا', 'هو', 'أن', 'I', 'feel', 'that', 'my', 'relationships', 'are', 'a', 'lot', 'deeper,', 'richer,', 'وأقوى', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'other']"
40,42.86,0.96,0.21,0.89,0.9,0.9,3,3,2,يبدو البشر وكأنهم the only primates that I know of that تخاف من المرتفعات.,[],[],يبدو البشر وكأنهم الرئيسيات الوحيدة التي أعرفها والتي تخاف من المرتفعات.,Humans appear to be the only primates that I know of that are afraid of heights.,"['يبدو', 'البشر', 'وكأنهم', 'the', 'only', 'primates', 'that', 'I', 'know', 'of', 'that', 'تخاف', 'من', 'المرتفعات', '.']","['ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'other']"
41,35.71,0.85,0.1,0.96,0.94,0.91,2,2,2,"و ليس هذا فحسب, فعندما تقلل الإنبعاثات, فإنك لا تقلل التركيزات, because concentrations, the amount of CO2 in the air, هي حاصل جمع الإنبعاثات مع مرور الوقت.",[],[],"و ليس هذا فحسب, فعندما تقلل الإنبعاثات, فإنك لا تقلل التركيزات لأن التركيزات, كمية ثاني أكسيد الكربون في الجو, هي حاصل جمع الإنبعاثات مع مرور الوقت","And not only that, when you cut emissions, you don't cut concentrations, because concentrations, the amount of CO2 in the air, is the sum of emissions over time.","['و', 'ليس', 'هذا', 'فحسب', ',', 'فعندما', 'تقلل', 'الإنبعاثات', ',', 'فإنك', 'لا', 'تقلل', 'التركيزات', ',', 'because', 'concentrations,', 'the', 'amount', 'of', 'CO2', 'in', 'the', 'air,', 'هي', 'حاصل', 'جمع', 'الإنبعاثات', 'مع', 'مرور', 'الوقت', '.']","['ara', 'ara', 'ara', 'ara', 'other', 'ara', 'ara', 'ara', 'other', 'ara', 'ara', 'ara', 'ara', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng']"
42,15.79,0.36,0.16,0.94,0.96,0.9,3,3,3,والآن إذا رجعت إلى موقع OpenStreetMap. org، ووجدت هذا المكان، ستجد أن The Terrace Theater قد تم تسميته.,[],[],والآن إذا رجعت إلى موقع OpenStreetMap. org، ووجدت هذا المكان، ستجد أن مدرج المسرح قد تم تسميته.,"And now if you go back to the OpenStreetMap. org, and you find this place, you will find that The Terrace Theater has got a name.","['والآن', 'إذا', 'رجعت', 'إلى', 'موقع', 'OpenStreetMap.', 'org', '،', 'ووجدت', 'هذا', 'المكان،', 'ستجد', 'أن', 'The', 'Terrace', 'Theater', 'قد', 'تم', 'تسميته', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'other']"
43,45.95,0.99,0.14,0.93,0.91,0.87,3,3,3,"الشيء الأكثر روعة هو اهتمام الجمهور، 210,000 people have ordered these participation kits منذ أن أطلقنا المشروع من سنتين، which has raised around five million dollars, ذهب معظمها -نصفها على الأقل- إلى the Legacy Fund.",[],[],الشيء الأكثر روعة هو اهتمام الجمهور، 210000 شخصا طلبوا حقائب ليشاركوا، منذ أن أطلقنا المشروع من سنتين، الذي جمع 5 ملايين دولار، ذهب معظمها -نصفها على الأقل- إلى صندوق الإرث،,"The most amazing thing has been the interest on the part of the public; 210,000 people have ordered these participation kits since we launched two years ago, which has raised around five million dollars, the majority of which, at least half, is going back into the Legacy Fund.","['الشيء', 'الأكثر', 'روعة', 'هو', 'اهتمام', 'الجمهور،', '210,000', 'people', 'have', 'ordered', 'these', 'participation', 'kits', 'منذ', 'أن', 'أطلقنا', 'المشروع', 'من', 'سنتين،', 'which', 'has', 'raised', 'around', 'five', 'million', 'dollars,', 'ذهب', 'معظمها', '-', 'نصفها', 'على', 'الأقل', '-', 'إلى', 'the', 'Legacy', 'Fund.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng']"
44,33.33,0.8,0.24,0.84,0.87,0.82,3,3,2,"""أخبرني مرة -- he looked kind of sad; هو يقلق بشدة على the haves and have-nots.""",[],[],أخبرني مرة -- كان يبدو حزينا نوعا ما. هو يقلق بشدة على من يملكون ومن لا يملكون شيئا,He once told me -- he looked kind of sad; he worries very much about the haves and have-nots.,"['""أخبرني', 'مرة', '--', 'he', 'looked', 'kind', 'of', 'sad', ';', 'هو', 'يقلق', 'بشدة', 'على', 'the', 'haves', 'and', 'have-nots.', '""']","['other', 'ara', 'other', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'other']"
45,20.69,0.49,0.1,0.95,0.96,0.91,3,3,3,إذن ما نقوم به الآن هو أخذ جينوم، نكون منه maybe 50 copies of it، نقطع كل هذه النسخ إلى قراءات صغيرة ب50 قاعدة، ومن ثم نسلسلها، massively parallel.,[],[],إذن ما نقوم به الآن هو أخذ جينوم، نكون منه 50 نسخة ربما، نقطع كل هذه النسخ إلى قراءات صغيرة ب50 قاعدة، ومن ثم نسلسلها، بتواز مكثف.,"So now what we do is we take a genome, we make maybe 50 copies of it, we cut all those copies up into little 50-base reads, and then we sequence them, massively parallel.","['إذن', 'ما', 'نقوم', 'به', 'الآن', 'هو', 'أخذ', 'جينوم،', 'نكون', 'منه', 'maybe', '50', 'copies', 'of', 'it', '،', 'نقطع', 'كل', 'هذه', 'النسخ', 'إلى', 'قراءات', 'صغيرة', 'ب', '50', 'قاعدة،', 'ومن', 'ثم', 'نسلسلها،', 'massively', 'parallel.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'other', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'other', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng']"
46,36.17,0.86,0.28,0.96,0.94,0.92,3,3,2,جزء من المشكلة، أعتقد، أننا نقف على الشاطئ أو نرى صور مثل هذه للمحيط، وأنت تنظر لهذه ال great big blue expanse، وهي shimmering و it's moving و there's waves و there's surf و there's tides، لكن ليس لديك فكرة عن what lies in there.,[],[],جزء من المشكلة، أعتقد، أننا نقف على الشاطئ أو نرى صور مثل هذه للمحيط، وأنت تنظر لهذه الفسحة الكبيرة جداً الزرقاءالمتلألئة وهي تتحرك ولديها موجات ولديها مد وجزر، لكن ليس لديك فكرة عن ما يكمن في وجودها.,"Part of the problem, I think, is we stand at the beach, or we see images like this of the ocean, and you look out at this great big blue expanse, and it's shimmering and it's moving and there's waves and there's surf and there's tides, but you have no idea for what lies in there.","['جزء', 'من', 'المشكلة،', 'أعتقد،', 'أننا', 'نقف', 'على', 'الشاطئ', 'أو', 'نرى', 'صور', 'مثل', 'هذه', 'للمحيط،', 'وأنت', 'تنظر', 'لهذه', 'ال', 'great', 'big', 'blue', 'expanse', '،', 'وهي', 'shimmering', 'و', ""it's"", 'moving', 'و', ""there's"", 'waves', 'و', ""there's"", 'surf', 'و', ""there's"", 'tides', '،', 'لكن', 'ليس', 'لديك', 'فكرة', 'عن', 'what', 'lies', 'in', 'there.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'eng', 'ara', 'eng', 'eng', 'ara', 'eng', 'eng', 'ara', 'eng', 'eng', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng']"
47,26.09,0.63,0.18,0.97,0.81,0.8,3,2,2,لقد علموا مطلقاً .. ان المستشفيات هي the right place لعلاج المرضى وكانوا يظنون أنه was very unethical اجراء هذا النوع من التجارب,[],[],لقد علموا مطلقاً .. ان المستشفيات هي المكان الامثل لعلاج المرضى وكانوا يظنون أنه من غير الاخلاقي اجراء هذا النوع من التجارب,"They knew that their hospitals were the right place for patients, and they knew it was very unethical to run any kind of trial or experiment.","['لقد', 'علموا', 'مطلقاً', '..', 'ان', 'المستشفيات', 'هي', 'the', 'right', 'place', 'لعلاج', 'المرضى', 'وكانوا', 'يظنون', 'أنه', 'was', 'very', 'unethical', 'اجراء', 'هذا', 'النوع', 'من', 'التجارب']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'ara']"
48,46.15,0.99,0.38,0.95,0.83,0.83,2,2,2,سأعرف that lady في المغسلة التي always seems to know كيف تبدو جميلة.,[],[],سأعرف تلك المرأة في المغسلة التي تعرف دائماً كيف تبدو جميلة.,I'll get that lady at the laundromat who always seems to know what being nice is.,"['سأعرف', 'that', 'lady', 'في', 'المغسلة', 'التي', 'always', 'seems', 'to', 'know', 'كيف', 'تبدو', 'جميلة', '.']","['ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'other']"
49,36.36,0.86,0.14,0.96,0.89,0.86,2,2,2,"بادراك انه من الصعب الحصول على قروض في هذه البيئة, you're doing business with أناس تثق بهم في your local markets.",[],[],بادراك انه من الصعب الحصول على قروض في هذه البيئة فانت تمارس الأعمال مع أناس تثق بهم في السوق المحلي,"Realizing that it's difficult to get loans in this environment, you're doing business with people you trust, in your local markets.","['بادراك', 'انه', 'من', 'الصعب', 'الحصول', 'على', 'قروض', 'في', 'هذه', 'البيئة', ',', ""you're"", 'doing', 'business', 'with', 'أناس', 'تثق', 'بهم', 'في', 'your', 'local', 'markets.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng']"
50,25.0,0.6,0.19,0.96,0.88,0.86,2,2,2,ولقد عملنا في محاولة لتحسين كل شيء من النسيج إلى the format and structure و الجمالية.,[],[],ولقد عملنا في محاولة لتحسين كل شيء من النسيج إلى التصميم والهيكل و الجمالية.,And we've been working to try to improve everything from the fabric to the format and structure and aesthetics.,"['ولقد', 'عملنا', 'في', 'محاولة', 'لتحسين', 'كل', 'شيء', 'من', 'النسيج', 'إلى', 'the', 'format', 'and', 'structure', 'و', 'الجمالية', '.']","['ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'ara', 'ara', 'other']"
51,43.75,0.97,0.2,0.85,0.94,0.83,2,2,2,و لذا، ليس حتّى age seven حتى نحصل على what looks more like an adult response.,[],[],آر . إس . : و لذا، ليس حتّى سنّ سبعة حتى نحصل على إستجابه تبدو وكأنها إستجابة شخص بالغ .,"And so, it is not until age seven that we get what looks more like an adult response.","['و', 'لذا،', 'ليس', 'حتّى', 'age', 'seven', 'حتى', 'نحصل', 'على', 'what', 'looks', 'more', 'like', 'an', 'adult', 'response.']","['ara', 'ara', 'ara', 'ara', 'eng', 'eng', 'ara', 'ara', 'ara', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']"
